# TOPAS Version: 3.7
# Parameter File: Espectro6MVCampo10x10.txt
# Results for scorer DoseNaCaixa
# Scored in component: Phantom
# X in 15 bins of 2 cm
# Y in 15 bins of 2 cm
# Z in 100 bins of 0.3 cm
# DoseToMedium ( Gy ) : Sum   
0, 0, 0, 2.694306111550304e-08
0, 0, 1, 1.326188581174392e-08
0, 0, 2, 8.267290851904363e-09
0, 0, 3, 6.468424018635233e-09
0, 0, 4, 6.227633075894801e-09
0, 0, 5, 6.790702666847892e-09
0, 0, 6, 6.765152882337588e-09
0, 0, 7, 6.989264278445262e-09
0, 0, 8, 7.310363869805769e-09
0, 0, 9, 7.516232081172802e-09
0, 0, 10, 7.614479713424771e-09
0, 0, 11, 8.383149285862146e-09
0, 0, 12, 7.888604436345759e-09
0, 0, 13, 7.902009713234293e-09
0, 0, 14, 8.703552545341608e-09
0, 0, 15, 8.266095363751447e-09
0, 0, 16, 8.930313377675247e-09
0, 0, 17, 9.413636092858724e-09
0, 0, 18, 9.649073540174413e-09
0, 0, 19, 9.766131903177211e-09
0, 0, 20, 1.028952301140862e-08
0, 0, 21, 1.0162878538722e-08
0, 0, 22, 1.033768892710896e-08
0, 0, 23, 1.088522871839359e-08
0, 0, 24, 1.121104808987639e-08
0, 0, 25, 1.05901483138382e-08
0, 0, 26, 1.117214409873668e-08
0, 0, 27, 1.107213343232161e-08
0, 0, 28, 1.135670224527985e-08
0, 0, 29, 1.152729822706533e-08
0, 0, 30, 1.206539845810539e-08
0, 0, 31, 1.271723437668015e-08
0, 0, 32, 1.255090431584449e-08
0, 0, 33, 1.288231210594404e-08
0, 0, 34, 1.249401559988428e-08
0, 0, 35, 1.320676812355259e-08
0, 0, 36, 1.38348958955703e-08
0, 0, 37, 1.350434164493208e-08
0, 0, 38, 1.296602469835761e-08
0, 0, 39, 1.429383900131143e-08
0, 0, 40, 1.257651049968445e-08
0, 0, 41, 1.456907394725704e-08
0, 0, 42, 1.545084948872955e-08
0, 0, 43, 1.472922939171895e-08
0, 0, 44, 1.460339049685899e-08
0, 0, 45, 1.558689177727501e-08
0, 0, 46, 1.4864883546295e-08
0, 0, 47, 1.510462155351888e-08
0, 0, 48, 1.566312413103788e-08
0, 0, 49, 1.554699124994841e-08
0, 0, 50, 1.543256722413844e-08
0, 0, 51, 1.483187350714843e-08
0, 0, 52, 1.707184260624217e-08
0, 0, 53, 1.587051556839469e-08
0, 0, 54, 1.726977849614286e-08
0, 0, 55, 1.719667075406051e-08
0, 0, 56, 1.747928912720909e-08
0, 0, 57, 1.685713790777754e-08
0, 0, 58, 1.639283730980878e-08
0, 0, 59, 1.63786229023799e-08
0, 0, 60, 1.800831839204875e-08
0, 0, 61, 1.81257622244857e-08
0, 0, 62, 1.743403643672536e-08
0, 0, 63, 1.737594068629278e-08
0, 0, 64, 1.804986737852232e-08
0, 0, 65, 1.876738231487707e-08
0, 0, 66, 1.765833168576592e-08
