# TOPAS Version: 3.7
# Parameter File: Espectro15MVCampo10x10
# Results for scorer DoseNaCaixa
# Scored in component: Phantom
# X in 15 bins of 2 cm
# Y in 15 bins of 2 cm
# Z in 100 bins of 0.3 cm
# DoseToMedium ( Gy ) : Sum   
0, 0, 0, 2.279813315908541e-08
0, 0, 1, 1.329328558341558e-08
0, 0, 2, 1.138632921282579e-08
0, 0, 3, 9.356663888127059e-09
0, 0, 4, 8.250013117105937e-09
0, 0, 5, 7.991475037272266e-09
0, 0, 6, 7.62490781625047e-09
0, 0, 7, 7.276807156841869e-09
0, 0, 8, 7.327397355538778e-09
0, 0, 9, 7.222634490489099e-09
0, 0, 10, 7.340725804994008e-09
0, 0, 11, 7.744986874058668e-09
0, 0, 12, 8.699027276293236e-09
0, 0, 13, 8.310554910906376e-09
0, 0, 14, 8.527577755046423e-09
0, 0, 15, 8.919823990538589e-09
0, 0, 16, 8.245527816086451e-09
0, 0, 17, 8.480287583267909e-09
0, 0, 18, 9.193801275841906e-09
0, 0, 19, 9.55063050867011e-09
0, 0, 20, 9.205272100132333e-09
0, 0, 21, 1.029243890116049e-08
0, 0, 22, 9.283462887310634e-09
0, 0, 23, 1.067782839925258e-08
0, 0, 24, 1.041131447721e-08
0, 0, 25, 1.048890663213342e-08
0, 0, 26, 1.097549073847404e-08
0, 0, 27, 1.111954617272204e-08
0, 0, 28, 1.174883035304219e-08
0, 0, 29, 1.207912347922502e-08
0, 0, 30, 1.158109608212499e-08
0, 0, 31, 1.206990773994221e-08
0, 0, 32, 1.256287518458521e-08
0, 0, 33, 1.257315318525798e-08
0, 0, 34, 1.360996915167334e-08
0, 0, 35, 1.405959793032707e-08
0, 0, 36, 1.432630192255147e-08
0, 0, 37, 1.41871581149644e-08
0, 0, 38, 1.3747336602421e-08
0, 0, 39, 1.386420667159882e-08
0, 0, 40, 1.469748944771254e-08
0, 0, 41, 1.40123503911127e-08
0, 0, 42, 1.485841494286433e-08
0, 0, 43, 1.40020706140831e-08
0, 0, 44, 1.48816505785021e-08
0, 0, 45, 1.626530021781036e-08
0, 0, 46, 1.513268266251089e-08
0, 0, 47, 1.476544042589012e-08
0, 0, 48, 1.608285060683556e-08
0, 0, 49, 1.744470168318912e-08
0, 0, 50, 1.666628079988186e-08
0, 0, 51, 1.74296559407594e-08
0, 0, 52, 1.673439165017498e-08
0, 0, 53, 1.703183016843468e-08
0, 0, 54, 1.642484548369794e-08
